mile,lat,lon,nearest_main_m,main_Trail_Name,main_Corridor,main_Trail_ID,main_LandUnit_N,main_Manager_Na,main_Eng_Seg,main_Start_Seg,nearest_alt_m,alt_Trail_Name,alt_Corridor,alt_Trail_ID,alt_LandUnit_N,alt_Manager_Na,alt_Eng_Seg,alt_Start_Seg,canonical_section,segment,route
366.000,27.553366,-81.085321,3685.2,Kissimmee Prairie Preserve,Main,T475,Kissimmee Prairie Preserve State Park,SFWMD,Enter Kicco Trail,Leave No Name and Prescott Trail,41820.1,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
367.000,27.567191,-81.090185,2208.2,Kissimmee Prairie Preserve,Main,T475,Kissimmee Prairie Preserve State Park,SFWMD,Enter Kicco Trail,Leave No Name and Prescott Trail,40248.0,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
368.000,27.581016,-81.095049,754.3,Kissimmee Prairie Preserve,Main,T475,Kissimmee Prairie Preserve State Park,SFWMD,Enter Kicco Trail,Leave No Name and Prescott Trail,38679.1,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
369.000,27.594841,-81.099913,851.9,Kissimmee Prairie Preserve,Main,T475,Kissimmee Prairie Preserve State Park,SFWMD,Enter Kicco Trail,Leave No Name and Prescott Trail,37113.7,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
370.000,27.608666,-81.104777,2327.7,Kissimmee Prairie Preserve,Main,T475,Kissimmee Prairie Preserve State Park,SFWMD,Enter Kicco Trail,Leave No Name and Prescott Trail,35552.3,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
371.000,27.622491,-81.109641,2181.5,Kissimmee Prairie Preserve State Park,Main,T513,Kissimmee Prairie Preserve State Park,SFWMD,Lock Access Road S-65A,Kissimmee Prairie State Preserve,33995.4,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
372.000,27.636316,-81.114505,733.2,Kissimmee Prairie Preserve State Park,Main,T513,Kissimmee Prairie Preserve State Park,SFWMD,Lock Access Road S-65A,Kissimmee Prairie State Preserve,32443.7,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
373.000,27.650141,-81.119369,796.1,Kissimmee Prairie Preserve State Park,Main,T513,Kissimmee Prairie Preserve State Park,SFWMD,Lock Access Road S-65A,Kissimmee Prairie State Preserve,30898.0,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
374.000,27.663966,-81.124233,107.2,Kissimmee Prairie Preserve State Park,Main,T513,Kissimmee Prairie Preserve State Park,SFWMD,Lock Access Road S-65A,Kissimmee Prairie State Preserve,29359.3,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
375.000,27.677791,-81.129097,1711.6,Kissimmee Prairie Preserve State Park,Main,T513,Kissimmee Prairie Preserve State Park,SFWMD,Lock Access Road S-65A,Kissimmee Prairie State Preserve,27828.6,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
376.000,27.691616,-81.133961,1582.5,Kicco,Main,T51,Kicco WMA,SFWMD,Leave Kicco Rd,Join Kicco Rd,26307.3,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
377.000,27.705441,-81.138825,1450.3,Kicco,Main,T51,Kicco WMA,SFWMD,Leave Kicco Rd,Join Kicco Rd,24797.3,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
378.000,27.719266,-81.143689,1498.2,Kicco,Main,T51,Kicco WMA,SFWMD,Leave Kicco Rd,Join Kicco Rd,23300.6,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
379.000,27.733091,-81.148553,1852.7,Kicco,Main,T51,Kicco WMA,SFWMD,Leave Kicco Rd,Join Kicco Rd,21820.1,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
380.000,27.746916,-81.153417,2794.6,Kicco,Main,T51,Kicco WMA,SFWMD,Leave Kicco Rd,Join Kicco Rd,20359.2,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
381.000,27.760741,-81.158281,2489.1,Kicco,Main,T529,Kicco WMA,SFWMD,Leave Kicco Rd north of Ice Cream Slough,Leave Kicco Rd,18922.4,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
382.000,27.774566,-81.163145,2043.3,SR 60,Main,T52,SR 60 Connector,Roadwalk, SR 60/Three Lakes Access Rd,Join SR 60,17515.9,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
383.000,27.788392,-81.168009,905.5,SR 60,Main,T52,SR 60 Connector,Roadwalk, SR 60/Three Lakes Access Rd,Join SR 60,16147.3,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
384.000,27.802217,-81.172873,235.1,SR 60,Main,T52,SR 60 Connector,Roadwalk, SR 60/Three Lakes Access Rd,Join SR 60,14827.2,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
385.000,27.816042,-81.177737,1409.0,SR 60,Main,T52,SR 60 Connector,Roadwalk, SR 60/Three Lakes Access Rd,Join SR 60,13569.9,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
386.000,27.829867,-81.182601,2850.0,SR 60,Main,T52,SR 60 Connector,Roadwalk, SR 60/Three Lakes Access Rd,Join SR 60,12394.3,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
387.000,27.843692,-81.187465,3258.2,Three Lakes South,Main,T719,Three Lakes WMA,FFWCC,Cross CR 523 Join North Three Lakes,Three Lakes Access road,11325.9,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
388.000,27.857517,-81.192329,2470.6,Three Lakes South,Main,T719,Three Lakes WMA,FFWCC,Cross CR 523 Join North Three Lakes,Three Lakes Access road,10397.9,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
389.000,27.871342,-81.197193,2183.7,Three Lakes South,Main,T719,Three Lakes WMA,FFWCC,Cross CR 523 Join North Three Lakes,Three Lakes Access road,9650.9,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
390.000,27.885167,-81.202057,2516.5,Three Lakes South,Main,T719,Three Lakes WMA,FFWCC,Cross CR 523 Join North Three Lakes,Three Lakes Access road,9129.3,Three Lakes North,Eastern,T482,Three Lakes WMA,FFWCC,Cross SR 91,Cross CR 523,,,
391.000,27.898992,-81.206921,3411.7,Three Lakes South,Main,T719,Three Lakes WMA,FFWCC,Cross CR 523 Join North Three Lakes,Three Lakes Access road,8793.3,CR 523,Western,T215,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
392.000,27.912817,-81.211784,4625.6,Three Lakes South,Main,T719,Three Lakes WMA,FFWCC,Cross CR 523 Join North Three Lakes,Three Lakes Access road,8131.5,CR 523,Western,T215,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
393.000,27.926642,-81.216648,6026.3,Three Lakes South,Main,T719,Three Lakes WMA,FFWCC,Cross CR 523 Join North Three Lakes,Three Lakes Access road,7586.8,CR 523,Western,T215,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
394.000,27.940467,-81.221512,7461.3,Three Lakes South,Main,T740,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access road,7126.3,CR 523,Western,T215,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
395.000,27.954292,-81.226376,8715.3,Three Lakes South,Main,T740,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access road,6616.2,CR 523,Western,T215,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
396.000,27.968117,-81.231240,10070.8,Three Lakes South,Main,T740,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access road,5920.5,CR 523,Western,T216,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
397.000,27.981942,-81.236104,11481.9,Three Lakes South,Main,T740,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access road,5398.3,CR 523,Western,T216,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
398.000,27.995767,-81.240968,12935.7,Three Lakes South,Main,T740,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access road,4869.6,CR 523,Western,T216,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
399.000,28.009592,-81.245832,14421.3,Three Lakes South,Main,T740,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access road,4355.8,CR 523,Western,T216,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
400.000,28.023417,-81.250696,15929.4,Three Lakes South,Main,T740,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access road,3700.3,CR 523,Western,T216,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
401.000,28.037242,-81.255560,17455.7,Three Lakes South,Main,T740,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access road,2744.1,CR 523,Western,T216,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
402.000,28.051067,-81.260424,18995.7,Three Lakes South,Main,T740,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access road,2135.9,CR 523,Western,T216,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
403.000,28.064892,-81.265288,20536.8,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,1466.1,CR 523,Western,T216,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
404.000,28.078717,-81.270152,22012.3,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,694.3,CR 523,Western,T53,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
405.000,28.092542,-81.275016,23505.2,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,726.7,CR 523,Western,T53,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
406.000,28.106367,-81.279880,25012.6,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,1000.5,CR 523,Western,T53,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
407.000,28.120192,-81.284744,26532.0,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,1898.4,CR 523,Western,T53,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
408.000,28.134017,-81.289608,28061.3,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,2313.3,CR 523,Western,T53,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
409.000,28.147842,-81.294472,29599.1,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,2625.1,CR 523,Western,T53,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
410.000,28.161667,-81.299336,31144.2,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,2547.2,CR 523,Western,T53,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
411.000,28.175492,-81.304200,32695.3,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,2015.7,CR 523,Western,T53,CR 523 Connector,Roadwalk,Join Old Canoe Creek Rd,Join CR 523,,,
412.000,28.189318,-81.309064,34251.8,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,1668.0,Old Canoe Creek Rd,Western,T54,Old Canoe Creek Rd Connector,Roadwalk,Junction Kissimmee Park Rd/Neptune Rd,Junction Canoe Creek Rd/Old Canoe Creek Rd,,,
413.000,28.203143,-81.313928,35813.0,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,1312.1,Old Canoe Creek Rd,Western,T54,Old Canoe Creek Rd Connector,Roadwalk,Junction Kissimmee Park Rd/Neptune Rd,Junction Canoe Creek Rd/Old Canoe Creek Rd,,,
414.000,28.216968,-81.318792,37378.2,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,609.7,Old Canoe Creek Rd,Western,T54,Old Canoe Creek Rd Connector,Roadwalk,Junction Kissimmee Park Rd/Neptune Rd,Junction Canoe Creek Rd/Old Canoe Creek Rd,,,
415.000,28.230793,-81.323656,38946.9,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,643.5,Old Canoe Creek Rd,Western,T54,Old Canoe Creek Rd Connector,Roadwalk,Junction Kissimmee Park Rd/Neptune Rd,Junction Canoe Creek Rd/Old Canoe Creek Rd,,,
416.000,28.244618,-81.328520,40518.9,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,954.1,Bill Johnston Memorial Pathway,Western,T55,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
417.000,28.258443,-81.333384,42093.6,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,114.9,Bill Johnston Memorial Pathway,Western,T55,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
418.000,28.272268,-81.338248,43670.8,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,1173.1,Bill Johnston Memorial Pathway,Western,T55,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
419.000,28.286093,-81.343112,45250.2,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,1957.2,Bill Johnston Memorial Pathway,Western,T55,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
420.000,28.299918,-81.347976,46831.6,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,2824.7,Bill Johnston Memorial Pathway,Western,T55,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
421.000,28.313743,-81.352840,48414.8,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,3951.3,Bill Johnston Memorial Pathway,Western,T55,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
422.000,28.327568,-81.357704,49999.6,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,5086.2,Bill Johnston Memorial Pathway,Western,T55,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
423.000,28.341393,-81.362568,51586.0,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,6250.7,Bill Johnston Memorial Pathway,Western,T55,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
424.000,28.355218,-81.367432,53173.6,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,7442.2,Bill Johnston Memorial Pathway,Western,T55,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
425.000,28.369043,-81.372296,54762.5,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,8745.5,Bill Johnston Memorial Pathway,Western,T217,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
426.000,28.382868,-81.377160,56352.5,Three Lakes South,Main,T742,Three Lakes WMA,FFWCC,Godwin Hammock Camp,Three Lakes Access Road,10124.0,Bill Johnston Memorial Pathway,Western,T217,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
427.000,28.396693,-81.382024,57943.0,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,11562.3,Bill Johnston Memorial Pathway,Western,T217,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
428.000,28.410518,-81.386888,59534.4,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,13040.6,Bill Johnston Memorial Pathway,Western,T217,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
429.000,28.424343,-81.391752,61126.7,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,14546.6,Bill Johnston Memorial Pathway,Western,T217,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
430.000,28.438168,-81.396616,62719.8,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,16072.5,Bill Johnston Memorial Pathway,Western,T217,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
431.000,28.451993,-81.401480,64313.7,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,17613.3,Bill Johnston Memorial Pathway,Western,T217,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
432.000,28.465818,-81.406344,65908.2,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,19165.3,Bill Johnston Memorial Pathway,Western,T217,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
433.000,28.479643,-81.411208,67503.5,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,20726.1,Bill Johnston Memorial Pathway,Western,T217,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
434.000,28.493468,-81.416072,69099.3,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,22293.8,Bill Johnston Memorial Pathway,Western,T217,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
435.000,28.507293,-81.420936,70695.7,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,23866.9,Bill Johnston Memorial Pathway,Western,T217,Bill Johnston Memorial Pathway,Osceola County,Join Lakeshore Blvd/Penfield St,Junction Kissimmee Park Rd/Neptune Rd,,,
436.000,28.521118,-81.425800,72292.7,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,23806.3,Cross Seminole Trail,Eastern,T722,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
437.000,28.534943,-81.430664,73890.1,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,22568.4,Cross Seminole Trail,Eastern,T722,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
438.000,28.548768,-81.435528,75488.0,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,21379.8,Cross Seminole Trail,Eastern,T722,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
439.000,28.562593,-81.440392,77086.3,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,20249.3,Cross Seminole Trail,Eastern,T722,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
440.000,28.576419,-81.445256,78685.0,Three Lakes South,Main,T741,Three Lakes WMA,FFWCC,Prarie Lakes fee station,CR 523,19187.2,Cross Seminole Trail,Eastern,T722,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
441.000,28.590244,-81.450120,79023.9,Ocala East,Main,Duplicate - Change TID,Ocala National Forest,USDA FS,Join Kirkpatrick Dam Road,Enter Ocala NF on CR 42,18205.4,Cross Seminole Trail,Eastern,T722,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
442.000,28.604069,-81.454984,77415.0,Ocala East,Main,Duplicate - Change TID,Ocala National Forest,USDA FS,Join Kirkpatrick Dam Road,Enter Ocala NF on CR 42,17317.6,Cross Seminole Trail,Eastern,T722,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
443.000,28.617894,-81.459848,75806.1,Ocala East,Main,Duplicate - Change TID,Ocala National Forest,USDA FS,Join Kirkpatrick Dam Road,Enter Ocala NF on CR 42,16538.9,Cross Seminole Trail,Eastern,T722,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
444.000,28.631719,-81.464712,74197.1,Ocala East,Main,Duplicate - Change TID,Ocala National Forest,USDA FS,Join Kirkpatrick Dam Road,Enter Ocala NF on CR 42,15885.4,Cross Seminole Trail,Eastern,T722,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
445.000,28.645544,-81.469576,72588.3,Ocala East,Main,Duplicate - Change TID,Ocala National Forest,USDA FS,Join Kirkpatrick Dam Road,Enter Ocala NF on CR 42,15370.8,Cross Seminole Trail,Eastern,T722,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
446.000,28.659369,-81.474440,70979.4,Ocala East,Main,Duplicate - Change TID,Ocala National Forest,USDA FS,Join Kirkpatrick Dam Road,Enter Ocala NF on CR 42,15010.6,Cross Seminole Trail,Eastern,T722,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
447.000,28.673194,-81.479303,69370.5,Ocala East,Main,Duplicate - Change TID,Ocala National Forest,USDA FS,Join Kirkpatrick Dam Road,Enter Ocala NF on CR 42,14637.6,Cross Seminole Trail,Eastern,T718,Cross Seminole Trail,Seminole County,Junction of Cross Seminole and Seminole Wekiva Trail,Leave SR 419,,,
448.000,28.687019,-81.484167,67761.7,Ocala East,Main,Duplicate - Change TID,Ocala National Forest,USDA FS,Join Kirkpatrick Dam Road,Enter Ocala NF on CR 42,14054.0,Seminole Wekiva Trail,Eastern,T168,Seminole Wekiva Trail,Seminole County,Leave paved Seminole Wekiva Trail,Junction of Cross Seminole Trail and Seminole Wekiva Trail,,,
